timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,10.0,10.0,9.5,10.0,1014,140
2024-11-04,9.4,9.6,8.79,9.18,578,137
2024-11-05,8.75,8.75,8.1,8.29,280,136
2024-11-06,7.15,7.35,6.37,6.5,2426,135
2024-11-07,6.31,6.31,5.63,5.63,6168,134
2024-11-08,5.5,5.87,5.5,5.8,8808,133
2024-11-11,5.87,6.6,5.82,6.15,8944,130
2024-11-12,5.82,5.9,5.55,5.6,1886,129
2024-11-13,5.45,6.0,5.45,5.97,984,128
2024-11-14,5.69,6.0,5.45,6.0,884,127
2024-11-15,6.2,7.7,6.2,7.4,1834,126
2024-11-18,7.75,8.55,7.0,7.15,6996,123
2024-11-19,6.95,6.95,5.4,5.45,12570,122
2024-11-20,5.35,6.55,5.35,5.76,22462,121
2024-11-21,4.43,6.57,4.0,5.38,8714,120
2024-11-22,5.45,6.38,5.25,6.06,21006,119
2024-11-25,5.97,7.15,5.97,7.15,1600,116
2024-11-26,6.5,6.78,6.3,6.4,888,115
2024-11-27,6.8,7.6,6.75,6.8,2646,114
2024-11-29,6.35,6.35,5.6,5.73,474,112
2024-12-02,5.7,5.8,5.4,5.61,4626,109
2024-12-03,5.65,5.65,5.1,5.1,1300,108
2024-12-04,4.7,4.95,4.05,4.1,4666,107
2024-12-05,4.15,4.25,3.87,4.1,1500,106
2024-12-06,4.2,4.76,3.95,4.64,1068,105
2024-12-09,5.4,5.75,5.15,5.5,3586,102
2024-12-10,5.35,6.7,4.8,6.35,11582,101
2024-12-11,5.15,6.09,5.05,5.3,19390,100
2024-12-12,5.85,6.1,5.45,5.7,1798,99
2024-12-13,5.3,7.11,5.15,6.7,3184,98
2024-12-16,6.65,7.9,6.65,7.48,2288,95
2024-12-17,8.0,9.31,7.63,8.22,9028,94
2024-12-18,6.9,9.0,6.06,8.55,7984,93
2024-12-19,7.9,8.89,7.5,8.89,2358,92
2024-12-20,9.2,9.55,6.75,7.0,7536,91
2024-12-23,6.4,6.66,5.4,5.4,6194,88
2024-12-24,5.35,5.4,4.65,5.0,2006,87
2024-12-26,4.95,5.65,4.91,5.12,1062,85
2024-12-27,5.7,6.7,5.65,6.0,2198,84
2024-12-30,6.55,6.89,5.08,5.5,1968,81
2024-12-31,5.65,6.51,5.65,6.38,1424,80
2025-01-02,5.66,6.26,5.2,5.46,25770,78
2025-01-03,5.0,5.03,4.01,4.17,4382,77
2025-01-06,3.54,3.55,3.1,3.45,14816,74
2025-01-07,2.93,4.95,2.88,4.85,30170,73
2025-01-08,4.45,5.12,4.1,4.57,2864,72
2025-01-10,5.1,6.1,5.02,5.25,5562,70
2025-01-13,6.95,7.2,5.65,5.67,3362,67
2025-01-14,5.0,6.6,4.95,6.05,5642,66
2025-01-15,5.33,5.75,4.25,4.3,3702,65
2025-01-16,3.8,4.8,3.78,4.7,4222,64
2025-01-17,4.05,4.15,3.5,3.64,8690,63
2025-01-21,3.3,3.52,2.65,2.83,20252,59
2025-01-22,2.27,2.34,1.94,2.08,5856,58
2025-01-23,2.28,2.45,1.88,1.88,4176,57
2025-01-24,1.75,2.72,1.75,2.6,7090,56
2025-01-27,6.5,12.85,6.5,11.68,51476,53
2025-01-28,9.82,12.65,6.35,6.35,23420,52
2025-01-29,7.15,11.1,7.1,10.15,135643,51
2025-01-30,9.55,13.05,9.1,10.0,322533,50
2025-01-31,10.18,12.2,7.95,11.57,19734,49
2025-02-03,14.25,15.36,11.8,12.95,15080,46
2025-02-04,12.55,12.6,10.45,11.1,8192,45
2025-02-05,9.5,9.9,8.0,8.0,6345,44
2025-02-06,7.05,7.8,6.2,6.25,18513,43
2025-02-07,6.0,6.75,5.61,5.95,10437,42
2025-02-10,5.8,5.83,3.95,4.35,12459,39
2025-02-11,4.6,5.0,4.05,4.4,14732,38
2025-02-12,5.05,5.4,4.45,4.78,42476,37
2025-02-13,4.61,4.61,3.35,3.7,11802,36
2025-02-14,3.5,3.5,2.73,2.79,17598,35
2025-02-18,2.36,2.79,2.04,2.5,21543,31
2025-02-19,2.47,2.76,2.05,2.31,12617,30
2025-02-20,2.17,2.86,2.07,2.07,13012,29
2025-02-21,2.08,3.6,1.9,3.55,19212,28
2025-02-24,2.91,5.15,2.4,5.1,22504,25
2025-02-25,5.1,7.38,4.93,6.5,32426,24
2025-02-26,5.66,5.66,3.83,4.3,29918,23
2025-02-27,2.15,7.1,2.04,7.05,51810,22
2025-02-28,8.2,8.9,4.5,4.5,40677,21
2025-03-03,4.9,11.5,4.78,10.25,26835,18
2025-03-04,12.42,12.97,7.0,9.03,50988,17
2025-03-05,8.1,9.75,7.19,7.7,44746,16
2025-03-06,10.0,12.2,8.68,11.92,49773,15
2025-03-07,11.3,14.0,9.5,9.98,9305,14
2025-03-10,12.15,15.58,10.75,14.45,14595,11
2025-03-11,14.4,16.05,10.0,12.75,22360,10
2025-03-12,8.62,9.35,6.88,7.23,18232,9
2025-03-13,6.48,8.41,5.68,6.92,44608,8
2025-03-14,5.15,5.25,3.1,3.24,106687,7
2025-03-17,2.65,4.75,2.61,3.68,210495,4
2025-03-18,4.55,6.82,4.0,5.55,98154,3
2025-03-19,4.06,5.3,1.66,3.34,85522,2
2025-03-20,3.95,4.03,1.27,2.07,143358,1
2025-03-21,3.05,4.64,2.07,2.32,86176,0
