timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,11.55,12.06,11.55,11.82,24,140
2024-11-04,11.4,11.85,10.66,10.85,274,137
2024-11-05,10.92,10.92,9.85,10.1,710,136
2024-11-06,8.8,8.89,7.8,8.0,702,135
2024-11-07,7.65,7.65,6.95,6.95,1598,134
2024-11-08,6.8,7.23,6.8,7.14,1514,133
2024-11-11,7.15,8.05,7.15,7.65,1524,130
2024-11-12,7.32,7.32,6.95,7.05,1280,129
2024-11-13,7.3,7.31,7.15,7.3,78,128
2024-11-14,7.55,7.6,6.8,7.35,1382,127
2024-11-15,7.7,9.4,7.7,9.0,2468,126
2024-11-18,9.6,10.5,8.57,8.95,4278,123
2024-11-19,8.5,8.5,6.9,6.95,1010,122
2024-11-20,7.0,8.11,7.0,7.23,4276,121
2024-11-21,5.5,7.81,5.2,6.8,1660,120
2024-11-22,6.86,8.0,6.78,7.63,1020,119
2024-11-25,7.6,9.0,7.6,8.96,2294,116
2024-11-26,8.1,8.6,8.05,8.15,1472,115
2024-11-27,8.7,9.6,8.5,8.5,1268,114
2024-11-29,8.21,8.21,7.25,7.47,482,112
2024-12-02,7.38,7.5,7.0,7.39,452,109
2024-12-03,7.3,7.35,6.67,6.67,376,108
2024-12-04,6.15,6.4,5.3,5.4,1618,107
2024-12-05,5.4,5.55,5.1,5.39,592,106
2024-12-06,5.45,6.2,5.25,6.05,1132,105
2024-12-09,6.85,7.52,6.75,7.05,1380,102
2024-12-10,6.7,8.55,6.1,8.2,1578,101
2024-12-11,6.7,7.9,6.6,6.82,360,100
2024-12-12,7.45,7.8,7.08,7.4,266,99
2024-12-13,6.87,9.11,6.75,8.59,2106,98
2024-12-16,8.55,10.01,8.55,9.51,4648,95
2024-12-17,10.5,11.7,9.8,10.11,10598,94
2024-12-18,9.09,11.2,7.84,11.2,1528,93
2024-12-19,10.11,11.05,9.5,10.8,2774,92
2024-12-20,11.33,11.65,8.55,8.9,460,91
2024-12-23,8.0,8.55,6.99,6.99,1562,88
2024-12-24,6.9,6.9,6.08,6.5,2564,87
2024-12-26,6.45,7.25,6.44,6.57,486,85
2024-12-27,7.06,8.41,7.05,7.64,2926,84
2024-12-30,8.45,8.65,6.55,7.25,5664,81
2024-12-31,7.65,8.35,7.25,8.1,1048,80
2025-01-02,7.65,8.03,6.7,6.97,4056,78
2025-01-03,6.4,6.4,5.25,5.42,9694,77
2025-01-06,4.52,4.65,4.1,4.53,9700,74
2025-01-07,3.84,6.4,3.75,6.3,12842,73
2025-01-08,5.8,6.7,5.4,5.95,1458,72
2025-01-10,6.7,7.9,6.65,6.93,4806,70
2025-01-13,8.95,9.28,7.45,7.49,4810,67
2025-01-14,6.57,8.6,6.57,7.85,4220,66
2025-01-15,7.0,7.58,5.82,5.86,10832,65
2025-01-16,5.21,6.55,5.19,6.5,4168,64
2025-01-17,5.71,5.75,4.9,5.1,3758,63
2025-01-21,4.64,5.0,3.8,4.02,3258,59
2025-01-22,3.35,3.35,2.84,2.96,5614,58
2025-01-23,3.3,3.55,2.74,2.74,2384,57
2025-01-24,2.57,3.85,2.5,3.65,4200,56
2025-01-27,8.6,15.85,7.9,14.63,20821,53
2025-01-28,12.4,15.35,8.46,8.46,7574,52
2025-01-29,9.35,13.8,9.3,12.81,38166,51
2025-01-30,12.0,15.87,11.6,12.4,12104,50
2025-01-31,12.65,15.0,10.2,14.35,10049,49
2025-02-03,17.99,18.63,14.95,15.96,2468,46
2025-02-04,15.67,15.69,13.23,14.0,1110,45
2025-02-05,12.2,12.44,10.4,10.4,2166,44
2025-02-06,9.35,10.15,8.35,8.35,6878,43
2025-02-07,8.1,8.85,7.6,8.03,11712,42
2025-02-10,7.8,7.8,5.6,6.02,4572,39
2025-02-11,6.3,6.95,5.75,6.1,15494,38
2025-02-12,7.2,7.55,6.3,6.55,11546,37
2025-02-13,6.5,6.6,4.8,5.28,4726,36
2025-02-14,4.91,5.05,3.95,4.05,5598,35
2025-02-18,3.41,4.05,2.97,3.73,10509,31
2025-02-19,3.59,4.05,3.05,3.41,8204,30
2025-02-20,3.25,4.15,3.1,3.1,8685,29
2025-02-21,3.1,5.1,2.85,5.0,14596,28
2025-02-24,4.1,6.96,3.57,6.96,14500,25
2025-02-25,7.0,9.74,6.8,8.67,13852,24
2025-02-26,7.17,7.5,5.4,6.0,20554,23
2025-02-27,3.3,9.87,3.25,9.87,41424,22
2025-02-28,11.1,12.0,6.8,6.8,23959,21
2025-03-03,7.25,15.0,7.25,13.6,10337,18
2025-03-04,16.2,16.73,9.85,12.12,27340,17
2025-03-05,11.27,13.15,10.25,10.77,2951,16
2025-03-06,13.91,16.1,12.05,15.87,5414,15
2025-03-07,15.24,17.95,13.32,13.89,4882,14
2025-03-10,16.26,20.11,14.64,18.82,6974,11
2025-03-11,19.26,20.6,14.0,16.9,6181,10
2025-03-12,11.75,13.02,10.3,10.86,10663,9
2025-03-13,9.85,12.2,9.0,10.6,2999,8
2025-03-14,8.23,8.3,5.72,5.85,28746,7
2025-03-17,5.05,8.05,4.95,6.64,22908,4
2025-03-18,8.0,10.8,7.23,9.8,6682,3
2025-03-19,8.05,9.45,4.94,7.55,11648,2
2025-03-20,8.5,8.5,4.9,6.65,8916,1
2025-03-21,7.85,9.55,7.04,7.23,27712,0
