timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,13.6,14.55,13.45,13.5,1508,140
2024-11-04,14.4,15.0,13.5,13.5,8318,137
2024-11-05,14.0,15.3,14.0,15.0,1750,136
2024-11-06,15.9,18.0,15.75,17.6,6386,135
2024-11-07,17.8,18.96,17.8,18.8,19832,134
2024-11-08,18.75,19.25,17.25,17.95,7202,133
2024-11-11,18.4,18.4,15.9,16.8,11468,130
2024-11-12,17.6,19.55,17.31,18.6,8744,129
2024-11-13,19.0,19.1,17.35,17.5,4026,128
2024-11-14,18.25,19.0,17.3,17.85,4236,127
2024-11-15,16.85,16.93,14.75,15.75,6196,126
2024-11-18,14.45,15.0,13.55,14.33,6492,123
2024-11-19,15.0,17.6,14.9,17.47,17814,122
2024-11-20,17.37,17.6,15.7,16.8,15028,121
2024-11-21,17.85,19.76,13.85,16.9,14465,120
2024-11-22,16.45,16.95,13.8,14.05,9424,119
2024-11-25,13.9,13.99,10.75,10.8,28654,116
2024-11-26,11.64,12.06,10.2,10.55,10230,115
2024-11-27,9.8,9.8,8.45,9.7,11682,114
2024-11-29,10.3,11.35,10.0,10.85,7400,112
2024-12-02,10.95,11.8,10.5,10.7,7062,109
2024-12-03,10.75,11.6,10.5,11.3,5102,108
2024-12-04,12.05,13.96,11.25,13.5,19974,107
2024-12-05,13.5,14.25,12.94,13.45,7034,106
2024-12-06,13.15,13.64,11.5,12.1,8376,105
2024-12-09,10.45,11.05,9.85,10.6,15052,102
2024-12-10,10.89,11.7,8.7,8.96,8480,101
2024-12-11,10.7,11.1,9.0,10.67,7739,100
2024-12-12,9.75,10.3,9.35,9.87,7306,99
2024-12-13,10.35,10.67,8.1,8.72,14524,98
2024-12-16,8.7,8.75,7.45,8.2,23568,95
2024-12-17,7.2,8.15,6.55,7.59,19623,94
2024-12-18,8.85,9.9,7.15,7.45,14934,93
2024-12-19,8.3,9.35,7.7,8.15,8956,92
2024-12-20,7.85,9.05,7.25,8.85,10842,91
2024-12-23,9.25,10.6,9.0,10.39,11792,88
2024-12-24,10.45,11.15,9.75,10.25,6698,87
2024-12-26,10.05,10.56,9.4,10.15,7034,85
2024-12-27,9.59,9.75,8.2,8.85,18730,84
2024-12-30,8.05,10.0,7.8,8.85,5986,81
2024-12-31,9.05,9.05,7.25,7.3,11240,80
2025-01-02,8.05,9.28,7.6,9.06,8484,78
2025-01-03,9.65,12.15,9.65,12.0,34214,77
2025-01-06,14.05,16.54,13.75,14.83,79074,74
2025-01-07,16.75,16.81,9.89,9.95,64207,73
2025-01-08,10.55,11.6,8.67,9.4,27947,72
2025-01-10,8.3,8.3,7.2,7.33,19139,70
2025-01-13,5.45,6.25,5.3,6.15,22966,67
2025-01-14,7.05,7.15,5.15,5.55,24584,66
2025-01-15,5.95,6.65,5.35,6.6,16062,65
2025-01-16,7.5,7.5,5.55,5.6,11664,64
2025-01-17,6.5,7.0,6.05,6.7,23558,63
2025-01-21,7.1,8.16,6.25,7.55,16172,59
2025-01-22,9.3,11.29,8.85,10.85,52159,58
2025-01-23,9.85,10.55,9.2,10.53,13644,57
2025-01-24,11.05,11.4,8.05,8.31,27215,56
2025-01-27,5.0,5.0,0.86,2.9,111822,53
2025-01-28,3.3,4.1,2.4,4.06,65798,52
2025-01-29,3.5,4.05,2.72,3.95,60332,51
2025-01-30,3.18,4.5,2.85,4.5,63634,50
2025-01-31,4.05,4.92,3.2,3.3,42882,49
2025-02-03,2.42,2.91,2.15,2.61,32618,46
2025-02-04,2.58,3.25,2.38,2.45,15536,45
2025-02-05,2.93,3.35,2.75,3.31,25454,44
2025-02-06,3.85,3.92,3.16,3.75,47674,43
2025-02-07,3.85,4.17,3.5,4.1,20691,42
2025-02-10,4.1,5.2,3.83,4.7,17682,39
2025-02-11,4.33,4.9,4.0,4.35,13018,38
2025-02-12,3.55,4.2,3.35,3.8,12068,37
2025-02-13,3.85,5.33,3.85,4.98,15390,36
2025-02-14,5.25,5.85,5.0,5.6,20896,35
2025-02-18,6.4,7.35,5.0,5.44,41732,31
2025-02-19,5.5,5.95,4.54,5.0,14604,30
2025-02-20,5.3,5.35,4.35,5.1,13650,29
2025-02-21,5.1,5.65,3.45,3.5,33198,28
2025-02-24,4.0,4.6,2.84,3.05,67411,25
2025-02-25,3.0,3.05,2.06,2.4,78476,24
2025-02-26,3.0,3.4,2.36,2.68,73005,23
2025-02-27,2.34,2.34,0.51,0.51,95018,22
2025-02-28,0.47,0.84,0.36,0.81,34489,21
2025-03-03,0.67,0.68,0.24,0.28,49041,18
2025-03-04,0.2,0.35,0.2,0.29,19570,17
2025-03-05,0.33,0.33,0.24,0.25,17089,16
2025-03-06,0.2,0.23,0.16,0.18,15651,15
2025-03-07,0.16,0.25,0.12,0.23,32054,14
2025-03-10,0.24,0.24,0.08,0.16,52254,11
2025-03-11,0.16,0.2,0.1,0.14,27427,10
2025-03-12,0.18,0.23,0.12,0.12,19407,9
2025-03-13,0.13,0.14,0.07,0.07,9966,8
2025-03-14,0.09,0.1,0.04,0.06,41466,7
2025-03-17,0.05,0.06,0.02,0.03,30104,4
2025-03-18,0.01,0.03,0.01,0.02,7154,3
2025-03-19,0.01,0.02,0.01,0.01,3896,2
2025-03-20,0.01,0.02,0.01,0.01,1056,1
2025-03-21,0.01,0.01,0.01,0.01,2954,0
