timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,31.38,31.38,31.38,31.38,4,140
2024-11-04,30.65,30.68,30.65,30.68,400,137
2024-11-05,29.5,29.65,28.8,29.0,140,136
2024-11-06,26.53,26.65,24.99,24.99,78,135
2024-11-07,23.26,23.4,23.0,23.0,10,134
2024-11-08,23.0,23.95,23.0,23.65,252,133
2024-11-11,25.45,25.45,24.2,25.05,64,130
2024-11-12,23.75,24.26,22.9,23.41,510,129
2024-11-13,23.4,24.35,23.4,24.35,68,128
2024-11-14,24.3,24.3,23.2,24.3,104,127
2024-11-15,26.25,28.24,26.25,27.9,106,126
2024-11-18,30.05,30.41,27.61,28.05,184,123
2024-11-19,26.0,26.0,23.89,24.0,150,122
2024-11-20,25.25,26.22,25.11,25.7,90,121
2024-11-21,19.65,26.55,19.65,23.4,458,120
2024-11-22,25.1,26.02,25.05,26.02,114,119
2024-11-25,26.6,29.5,26.6,29.5,94,116
2024-11-26,27.95,28.55,27.95,28.55,22,115
2024-11-27,29.75,31.7,29.75,31.2,66,114
2024-11-29,26.55,26.96,26.55,26.87,12,112
2024-12-02,26.9,27.25,25.8,26.55,58,109
2024-12-03,26.05,26.49,26.0,26.49,46,108
2024-12-04,24.8,24.85,22.08,22.2,166,107
2024-12-05,22.45,22.5,21.6,22.25,98,106
2024-12-06,21.9,24.5,21.9,23.93,302,105
2024-12-09,23.9,26.35,23.9,26.17,18,102
2024-12-10,24.67,30.0,24.67,29.27,152,101
2024-12-11,28.26,28.26,26.4,26.4,26,100
2024-12-13,26.9,30.15,26.9,29.9,20,98
2024-12-16,30.3,32.45,30.3,31.63,158,95
2024-12-17,35.03,35.03,33.5,33.5,142,94
2024-12-18,29.29,29.82,28.54,29.82,106,93
2024-12-19,32.65,32.65,30.79,30.79,58,92
2024-12-20,34.1,34.1,29.9,29.95,48,91
2024-12-23,27.4,27.4,26.0,26.06,8,88
2024-12-24,24.8,25.25,24.2,25.2,80,87
2024-12-26,25.51,25.51,24.95,24.95,32,85
2024-12-27,28.0,29.0,27.31,27.31,32,84
2024-12-30,28.5,28.5,25.43,26.8,236,81
2024-12-31,27.5,29.05,27.5,29.03,114,80
2025-01-02,27.0,28.4,26.17,26.17,56,78
2025-01-03,23.84,23.84,22.25,22.35,104,77
2025-01-06,19.78,20.21,18.54,19.75,1486,74
2025-01-07,17.75,24.75,17.75,24.2,18026,73
2025-01-08,24.2,25.99,22.95,25.0,266,72
2025-01-10,29.04,29.2,26.85,27.8,4568,70
2025-01-13,31.4,31.4,29.87,29.87,446,67
2025-01-14,29.02,31.63,29.02,31.63,52,66
2025-01-15,29.15,29.15,26.68,26.68,70,65
2025-01-16,25.3,27.96,25.27,27.25,18,64
2025-01-17,25.71,25.71,25.14,25.23,62,63
2025-01-21,24.75,24.75,22.35,22.35,10,59
2025-01-22,20.65,20.7,18.65,19.2,8122,58
2025-01-23,20.25,20.25,18.99,19.17,134,57
2025-01-24,18.95,22.0,18.48,21.55,688,56
2025-01-27,36.83,44.0,34.0,42.55,1588,53
2025-01-28,43.1,43.1,33.55,33.55,256,52
2025-01-29,35.94,39.4,35.7,39.4,74,51
2025-01-30,41.5,41.75,38.1,38.1,78,50
2025-01-31,37.95,41.48,34.6,41.48,82,49
2025-02-03,46.7,47.34,42.9,43.35,27736,46
2025-02-04,40.35,42.4,40.35,41.98,136,45
2025-02-05,39.38,40.15,37.5,37.5,70,44
2025-02-06,33.54,33.54,33.25,33.25,16,43
2025-02-07,31.7,32.25,31.7,32.25,4,42
2025-02-10,30.45,30.45,27.6,27.6,5,39
2025-02-11,27.9,28.41,27.9,28.41,12,38
2025-02-12,30.82,30.82,30.82,30.82,20,37
2025-02-13,28.2,28.2,26.05,27.25,162,36
2025-02-14,25.05,25.85,23.6,23.6,222,35
2025-02-18,20.8,23.55,20.8,23.55,52,31
2025-02-19,24.35,24.35,21.7,21.95,62,30
2025-02-20,22.45,24.95,22.2,22.27,466,29
2025-02-21,22.6,26.95,21.8,26.95,256,28
2025-02-24,24.65,29.71,23.6,28.1,496,25
2025-02-25,31.89,36.05,31.88,33.18,108,24
2025-02-26,30.5,31.32,27.93,30.65,288,23
2025-02-27,26.47,39.2,26.47,39.2,660,22
2025-02-28,41.09,41.09,36.5,38.04,166,21
2025-03-03,41.0,44.25,40.91,44.25,440,18
2025-03-04,47.84,48.7,41.95,44.4,588,17
2025-03-05,45.0,45.0,45.0,45.0,2,16
2025-03-06,46.53,49.45,45.55,49.45,12560,15
2025-03-07,48.09,51.45,47.12,47.69,606,14
2025-03-10,49.77,50.0,49.77,50.0,120,11
2025-03-11,50.39,52.0,48.8,48.8,30,10
2025-03-12,44.2,44.4,44.2,44.25,22,9
2025-03-13,43.45,44.95,43.0,43.4,208,8
2025-03-14,40.2,40.35,39.0,39.5,20,7
2025-03-17,37.55,40.55,37.55,39.35,362,4
2025-03-18,44.55,44.85,41.2,44.7,100,3
2025-03-19,43.0,43.0,42.55,42.55,6,2
2025-03-20,41.6,42.35,41.6,41.7,134,1
