timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,22.0,23.4,21.95,22.05,932,140
2024-11-04,23.05,24.25,22.16,22.2,636,137
2024-11-05,23.52,24.8,23.25,24.1,724,136
2024-11-06,26.8,28.62,25.75,27.95,3020,135
2024-11-07,28.3,29.9,28.3,29.82,976,134
2024-11-08,29.7,30.5,27.92,28.85,7592,133
2024-11-11,29.25,29.25,26.15,27.15,1396,130
2024-11-12,27.95,30.58,27.95,29.34,3054,129
2024-11-13,29.55,29.62,27.83,27.83,720,128
2024-11-14,29.0,29.85,27.7,28.16,2046,127
2024-11-15,27.05,27.05,24.0,25.55,2178,126
2024-11-18,23.82,24.35,22.45,23.4,3462,123
2024-11-19,24.43,28.1,24.43,27.85,1852,122
2024-11-20,28.4,28.4,25.6,27.3,3108,121
2024-11-21,28.94,31.0,23.57,27.9,10680,120
2024-11-22,27.25,27.3,23.48,23.9,1500,119
2024-11-25,23.62,23.64,19.4,19.45,7540,116
2024-11-26,20.47,21.26,18.7,19.45,2092,115
2024-11-27,18.2,18.25,16.2,18.15,6150,114
2024-11-29,19.05,20.7,18.75,19.93,888,112
2024-12-02,20.14,21.35,19.54,20.0,4050,109
2024-12-03,19.85,21.2,19.63,20.85,894,108
2024-12-04,22.2,24.7,20.85,24.25,1566,107
2024-12-05,24.27,25.1,23.44,24.28,396,106
2024-12-06,23.8,24.35,21.48,22.25,1686,105
2024-12-09,19.85,20.6,18.8,19.83,3518,102
2024-12-10,20.5,21.63,16.75,17.45,5760,101
2024-12-11,18.0,20.5,17.45,20.02,12430,100
2024-12-12,17.6,19.4,17.6,18.65,1200,99
2024-12-13,19.45,19.8,15.9,16.8,10438,98
2024-12-16,16.85,16.85,14.75,15.7,12216,95
2024-12-17,14.1,15.62,13.1,14.75,17578,94
2024-12-18,16.85,18.55,14.07,14.36,11172,93
2024-12-19,16.0,17.48,15.0,15.75,8184,92
2024-12-20,15.15,17.57,14.35,17.05,13254,91
2024-12-23,17.7,20.3,17.68,20.1,5354,88
2024-12-24,20.5,21.35,19.15,19.94,1658,87
2024-12-26,19.77,20.5,18.65,20.0,1788,85
2024-12-27,19.05,19.1,16.85,18.0,2516,84
2024-12-30,16.74,19.93,16.3,18.2,1736,81
2024-12-31,18.03,18.45,15.77,15.95,8322,80
2025-01-02,16.85,18.7,16.2,18.55,2230,78
2025-01-03,19.5,22.95,19.5,22.8,5138,77
2025-01-06,24.45,28.75,24.45,26.55,10478,74
2025-01-07,29.2,29.25,19.55,19.6,24111,73
2025-01-08,20.96,22.05,17.95,19.1,7514,72
2025-01-10,18.65,18.65,15.45,16.1,4148,70
2025-01-13,12.65,14.23,12.5,14.07,19623,67
2025-01-14,15.7,15.75,12.25,13.0,8390,66
2025-01-15,13.85,15.3,12.65,15.2,6106,65
2025-01-16,16.6,16.68,13.4,13.4,5586,64
2025-01-17,15.08,16.2,14.5,15.61,4850,63
2025-01-21,16.53,18.22,15.05,17.35,2172,59
2025-01-22,20.1,22.8,19.65,22.31,6188,58
2025-01-23,20.55,22.1,19.85,22.1,2760,57
2025-01-24,22.9,23.3,18.2,18.6,6046,56
2025-01-27,9.6,11.35,6.7,7.18,64294,53
2025-01-28,8.25,10.7,6.25,10.7,53540,52
2025-01-29,9.55,10.05,7.5,9.95,33160,51
2025-01-30,9.8,10.8,7.85,10.8,79639,50
2025-01-31,10.1,11.6,8.05,8.27,39810,49
2025-02-03,6.35,7.3,5.68,6.65,33194,46
2025-02-04,6.65,8.15,6.45,6.6,14006,45
2025-02-05,7.7,8.86,7.3,8.85,28040,44
2025-02-06,10.0,10.3,8.85,10.26,39493,43
2025-02-07,10.4,11.11,9.7,10.9,39483,42
2025-02-10,10.95,13.27,10.9,12.38,17128,39
2025-02-11,11.85,12.86,10.95,11.75,9140,38
2025-02-12,10.15,11.4,9.75,10.75,17896,37
2025-02-13,10.85,13.8,10.75,13.1,23010,36
2025-02-14,13.75,15.35,13.44,15.02,15248,35
2025-02-18,16.7,18.25,14.25,15.05,19266,31
2025-02-19,15.1,16.27,13.5,14.67,7754,30
2025-02-20,15.38,15.51,13.21,15.15,6268,29
2025-02-21,14.9,16.01,11.55,11.7,34256,28
2025-02-24,13.0,14.15,9.78,9.9,21706,25
2025-02-25,9.7,9.75,7.45,8.15,33562,24
2025-02-26,9.8,11.4,8.88,9.95,36354,23
2025-02-27,10.4,10.4,3.45,3.52,98534,22
2025-02-28,2.93,4.85,2.45,4.76,62322,21
2025-03-03,4.25,4.3,1.63,1.84,80248,18
2025-03-04,1.35,2.8,1.27,2.22,54826,17
2025-03-05,2.48,2.6,1.81,2.01,27047,16
2025-03-06,1.38,1.55,0.91,0.92,47239,15
2025-03-07,0.9,1.07,0.57,1.02,47569,14
2025-03-10,0.75,0.91,0.45,0.59,46917,11
2025-03-11,0.59,0.85,0.43,0.53,54673,10
2025-03-12,0.84,1.29,0.77,0.9,52609,9
2025-03-13,1.01,1.06,0.49,0.64,51943,8
2025-03-14,0.81,1.19,0.69,1.1,148131,7
2025-03-17,1.25,1.32,0.47,0.55,161189,4
2025-03-18,0.4,0.46,0.11,0.12,127951,3
2025-03-19,0.12,0.16,0.02,0.03,94774,2
2025-03-20,0.01,0.03,0.01,0.01,37378,1
2025-03-21,0.01,0.02,0.01,0.01,16815,0
