timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,4.3,4.3,3.96,4.18,2184,140
2024-11-04,4.0,4.15,3.61,3.82,732,137
2024-11-05,3.75,3.75,3.29,3.34,792,136
2024-11-06,2.9,2.92,2.5,2.56,2308,135
2024-11-07,2.47,2.47,2.17,2.2,976,134
2024-11-08,2.15,2.26,2.08,2.19,532,133
2024-11-11,2.14,2.56,2.13,2.34,494,130
2024-11-12,2.2,2.26,2.02,2.04,2832,129
2024-11-13,2.0,2.16,1.99,2.13,256,128
2024-11-14,2.09,2.27,1.99,2.18,1044,127
2024-11-15,2.28,2.95,2.28,2.84,11608,126
2024-11-18,3.01,3.36,2.51,2.64,1364,123
2024-11-19,2.55,2.63,1.93,1.93,4464,122
2024-11-20,2.02,2.4,2.0,2.01,7106,121
2024-11-21,1.47,2.25,1.41,1.88,916,120
2024-11-22,1.9,2.25,1.9,2.09,1036,119
2024-11-25,2.06,2.43,2.06,2.39,4760,116
2024-11-26,2.14,2.25,2.05,2.06,2672,115
2024-11-27,2.23,2.49,2.16,2.17,1648,114
2024-11-29,2.05,2.05,1.79,1.82,700,112
2024-12-02,1.8,1.8,1.7,1.76,434,109
2024-12-03,1.73,1.76,1.59,1.6,446,108
2024-12-04,1.46,1.51,1.24,1.24,828,107
2024-12-05,1.27,1.34,1.21,1.34,6756,106
2024-12-06,1.31,1.47,1.26,1.47,1820,105
2024-12-09,1.62,1.76,1.58,1.72,994,102
2024-12-10,1.63,2.11,1.49,1.99,1254,101
2024-12-11,1.58,1.95,1.58,1.63,2210,100
2024-12-12,1.76,1.9,1.67,1.75,622,99
2024-12-13,1.65,2.3,1.59,2.15,17788,98
2024-12-16,2.15,2.51,2.15,2.36,14310,95
2024-12-17,2.76,3.13,2.44,2.51,12330,94
2024-12-18,2.12,3.1,1.87,3.1,2154,93
2024-12-19,2.65,3.29,2.59,3.18,1910,92
2024-12-20,3.33,3.51,2.29,2.45,1724,91
2024-12-23,2.2,2.26,1.78,1.78,1498,88
2024-12-24,1.77,1.77,1.5,1.58,474,87
2024-12-26,1.6,1.78,1.57,1.67,1924,85
2024-12-27,1.82,2.29,1.82,2.02,1854,84
2024-12-30,2.26,2.37,1.7,1.84,1018,81
2024-12-31,1.9,2.16,1.89,2.1,1170,80
2025-01-02,1.85,2.07,1.67,1.78,1014,78
2025-01-03,1.61,1.61,1.29,1.38,2614,77
2025-01-06,1.16,1.2,1.04,1.15,11202,74
2025-01-07,1.01,1.53,0.99,1.5,2322,73
2025-01-08,1.37,1.55,1.28,1.35,1486,72
2025-01-10,1.52,1.82,1.45,1.54,1413,70
2025-01-13,2.17,2.2,1.58,1.6,5244,67
2025-01-14,1.4,1.85,1.37,1.65,11784,66
2025-01-15,1.42,1.56,1.07,1.08,1408,65
2025-01-16,0.96,1.13,0.92,1.1,1654,64
2025-01-17,0.96,1.0,0.81,0.85,1810,63
2025-01-21,0.79,0.79,0.61,0.62,1972,59
2025-01-22,0.53,0.56,0.47,0.54,4950,58
2025-01-23,0.55,0.59,0.48,0.48,2298,57
2025-01-24,0.48,0.68,0.48,0.64,3534,56
2025-01-27,2.13,4.48,2.0,3.93,38675,53
2025-01-28,3.1,4.26,1.61,1.61,30872,52
2025-01-29,1.85,3.7,1.8,3.27,22100,51
2025-01-30,3.05,4.8,2.57,3.4,32684,50
2025-01-31,3.33,4.24,2.31,3.9,9113,49
2025-02-03,5.21,5.71,3.75,4.2,17534,46
2025-02-04,4.0,4.07,3.0,3.2,26268,45
2025-02-05,2.57,2.68,1.99,2.0,12459,44
2025-02-06,1.68,1.88,1.37,1.37,7830,43
2025-02-07,1.31,1.65,1.22,1.43,10228,42
2025-02-10,1.36,1.36,0.81,0.89,3616,39
2025-02-11,0.97,1.04,0.81,0.9,13752,38
2025-02-12,1.06,1.13,0.88,0.92,1428,37
2025-02-13,0.91,0.91,0.63,0.72,3726,36
2025-02-14,0.65,0.69,0.56,0.59,2912,35
2025-02-18,0.51,0.61,0.45,0.55,3372,31
2025-02-19,0.54,0.58,0.43,0.48,8054,30
2025-02-20,0.47,0.6,0.45,0.45,6524,29
2025-02-21,0.46,0.83,0.42,0.82,6830,28
2025-02-24,0.65,1.15,0.52,1.13,6602,25
2025-02-25,1.11,1.84,1.04,1.54,16780,24
2025-02-26,1.16,1.18,0.76,0.82,24393,23
2025-02-27,0.32,1.45,0.28,1.36,25406,22
2025-02-28,1.62,1.8,0.68,0.68,16274,21
2025-03-03,0.71,2.65,0.64,2.16,39592,18
2025-03-04,2.82,3.22,1.11,1.86,48649,17
2025-03-05,1.52,2.01,1.06,1.18,27869,16
2025-03-06,1.78,2.59,1.35,2.39,46825,15
2025-03-07,2.08,3.0,1.44,1.55,87698,14
2025-03-10,2.08,3.35,1.66,2.82,72046,11
2025-03-11,2.79,3.41,1.28,1.99,57333,10
2025-03-12,0.96,1.13,0.65,0.67,52805,9
2025-03-13,0.56,0.85,0.35,0.46,35502,8
2025-03-14,0.28,0.29,0.15,0.17,41596,7
2025-03-17,0.15,0.15,0.09,0.1,27925,4
2025-03-18,0.12,0.22,0.07,0.09,35081,3
2025-03-19,0.07,0.07,0.02,0.03,24326,2
2025-03-20,0.03,0.04,0.01,0.02,8382,1
2025-03-21,0.01,0.03,0.01,0.01,8224,0
