timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,32.0,32.0,31.0,31.0,10,140
2024-11-04,32.9,32.9,32.4,32.6,48,137
2024-11-05,33.0,34.2,33.0,33.55,54,136
2024-11-06,37.0,38.9,36.7,38.3,160,135
2024-11-07,39.99,40.37,39.7,40.3,410,134
2024-11-08,40.81,41.25,38.45,39.48,536,133
2024-11-11,39.3,39.3,36.6,37.47,268,130
2024-11-12,41.0,41.0,38.82,39.6,514,129
2024-11-13,40.14,40.3,38.3,38.3,124,128
2024-11-14,39.0,40.0,37.95,38.55,62,127
2024-11-15,36.47,36.47,33.88,35.2,262,126
2024-11-18,31.55,34.05,31.55,33.4,536,123
2024-11-19,34.1,38.48,34.1,38.48,444,122
2024-11-20,37.4,37.66,35.4,37.66,546,121
2024-11-21,35.8,39.5,33.22,39.5,152,120
2024-11-22,37.6,38.1,33.36,33.84,3932,119
2024-11-25,33.86,33.86,29.1,29.15,922,116
2024-11-26,29.99,31.07,28.48,28.95,1236,115
2024-11-27,26.98,27.6,25.0,27.6,2958,114
2024-11-29,29.9,30.62,29.9,30.3,650,112
2024-12-02,29.74,31.4,29.58,30.0,1184,109
2024-12-03,30.72,30.72,29.97,30.65,178,108
2024-12-04,32.2,35.55,31.45,35.55,566,107
2024-12-05,34.35,35.96,34.35,35.96,76,106
2024-12-06,34.4,34.75,32.69,32.75,78,105
2024-12-09,29.46,30.4,28.5,30.3,82,102
2024-12-10,31.92,32.18,26.22,26.4,2100,101
2024-12-11,28.5,30.7,27.8,30.4,496,100
2024-12-12,27.97,29.15,27.4,28.75,98,99
2024-12-13,29.31,29.62,25.14,25.94,2862,98
2024-12-16,26.01,26.01,23.45,24.55,1414,95
2024-12-17,22.27,24.05,21.0,23.25,844,94
2024-12-18,25.98,27.96,23.61,23.61,2620,93
2024-12-19,24.21,26.41,23.35,24.54,798,92
2024-12-20,23.3,27.04,22.87,26.64,462,91
2024-12-23,27.95,30.35,27.67,30.35,1022,88
2024-12-24,30.45,31.67,30.15,30.15,132,87
2024-12-26,30.5,30.61,28.9,30.5,106,85
2024-12-27,29.25,29.35,26.35,27.63,320,84
2024-12-30,25.85,30.15,25.85,28.3,104,81
2024-12-31,28.2,28.2,25.35,25.55,1622,80
2025-01-02,27.55,28.8,25.84,28.65,962,78
2025-01-03,31.0,33.9,30.85,33.84,74,77
2025-01-06,37.39,40.6,37.39,37.95,310,74
2025-01-07,40.5,40.5,30.05,30.15,4280,73
2025-01-08,31.67,33.19,28.08,29.5,1951,72
2025-01-10,26.09,27.17,25.0,26.0,784,70
2025-01-13,21.2,23.7,21.2,23.7,476,67
2025-01-14,25.47,25.77,21.17,21.8,304,66
2025-01-15,23.65,25.5,23.07,25.5,386,65
2025-01-16,27.2,27.2,23.2,23.5,854,64
2025-01-17,25.42,26.47,25.2,26.11,434,63
2025-01-21,26.83,29.4,26.35,29.25,710,59
2025-01-22,32.26,35.0,31.82,34.45,598,58
2025-01-23,30.65,33.26,30.65,33.0,128,57
2025-01-24,34.75,35.1,29.7,29.94,788,56
2025-01-27,16.8,19.22,12.71,13.65,11506,53
2025-01-28,15.5,19.1,12.25,19.1,3460,52
2025-01-29,17.8,17.8,14.35,17.4,4088,51
2025-01-30,16.4,18.5,14.38,18.4,5022,50
2025-01-31,17.67,19.5,14.7,14.99,2085,49
2025-02-03,12.0,13.5,11.1,12.47,11048,46
2025-02-04,12.5,14.9,12.44,12.75,8458,45
2025-02-05,14.6,16.5,13.99,16.5,3514,44
2025-02-06,18.2,18.8,16.8,18.79,4666,43
2025-02-07,19.2,19.95,18.2,19.85,806,42
2025-02-10,19.85,23.35,19.85,22.32,2275,39
2025-02-11,21.25,22.65,20.15,21.4,3204,38
2025-02-12,19.05,20.85,18.56,19.9,500,37
2025-02-13,20.88,24.3,20.54,23.25,1138,36
2025-02-14,24.2,26.5,23.88,26.3,962,35
2025-02-18,28.2,30.0,25.45,25.45,790,31
2025-02-19,26.65,27.86,24.67,26.35,738,30
2025-02-20,27.15,27.15,24.44,27.01,200,29
2025-02-21,26.77,27.65,22.25,22.25,1030,28
2025-02-24,24.68,25.0,19.4,19.4,1320,25
2025-02-25,19.01,19.01,15.4,16.6,3305,24
2025-02-26,18.95,21.6,18.2,19.45,1930,23
2025-02-27,20.75,20.75,10.5,10.5,4950,22
2025-02-28,9.0,13.29,8.15,13.29,8678,21
2025-03-03,11.75,11.92,6.1,6.65,23852,18
2025-03-04,5.3,9.28,5.05,7.8,22310,17
2025-03-05,8.5,8.6,6.7,7.88,10462,16
2025-03-06,5.95,6.55,4.34,4.36,29604,15
2025-03-07,4.45,5.15,3.0,4.77,34276,14
2025-03-10,3.6,4.35,2.19,2.62,69102,11
2025-03-11,2.62,4.06,1.98,2.85,51016,10
2025-03-12,4.1,6.27,4.1,5.45,79231,9
2025-03-13,6.05,6.4,4.32,4.95,46142,8
2025-03-14,6.55,8.5,6.1,8.25,30484,7
2025-03-17,9.0,9.15,5.5,6.4,31330,4
2025-03-18,5.2,5.82,2.89,3.09,113566,3
2025-03-19,4.05,5.8,3.05,3.65,69200,2
2025-03-20,2.81,5.4,2.77,3.7,34086,1
2025-03-21,2.53,3.01,1.25,2.68,86108,0
