timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,7.95,8.7,7.95,8.15,680,140
2024-11-04,8.55,8.75,8.15,8.15,718,137
2024-11-05,8.35,8.9,8.35,8.73,424,136
2024-11-06,9.9,10.8,9.23,10.41,800,135
2024-11-07,10.6,11.38,10.6,11.15,1882,134
2024-11-08,11.14,11.5,10.1,10.7,1916,133
2024-11-11,10.5,10.55,9.4,9.78,2610,130
2024-11-12,10.4,11.9,10.36,11.22,1586,129
2024-11-13,11.5,11.64,10.49,10.55,1540,128
2024-11-14,10.5,11.51,10.45,10.7,1798,127
2024-11-15,10.15,10.15,8.8,9.45,2790,126
2024-11-18,8.6,8.8,8.0,8.45,2026,123
2024-11-19,8.9,10.5,8.88,10.32,3308,122
2024-11-20,10.45,10.52,9.26,9.86,4410,121
2024-11-21,10.2,11.75,7.8,9.82,4232,120
2024-11-22,9.5,9.84,7.75,7.9,3466,119
2024-11-25,7.74,7.74,5.55,5.89,3986,116
2024-11-26,6.24,6.45,5.2,5.4,2300,115
2024-11-27,5.0,5.0,4.15,4.85,3878,114
2024-11-29,5.1,5.8,5.1,5.45,1598,112
2024-12-02,5.55,6.05,5.3,5.3,1388,109
2024-12-03,5.46,5.8,5.3,5.6,1258,108
2024-12-04,6.1,7.25,5.69,7.0,21654,107
2024-12-05,6.95,7.4,6.58,6.91,6744,106
2024-12-06,6.7,6.95,5.75,6.04,18952,105
2024-12-09,5.09,5.46,4.78,5.25,2884,102
2024-12-10,5.2,5.9,4.2,4.3,9048,101
2024-12-11,5.35,5.6,4.35,5.3,1598,100
2024-12-12,4.75,5.1,4.57,4.85,2206,99
2024-12-13,5.15,5.25,3.9,4.3,6768,98
2024-12-16,4.3,4.3,3.65,4.03,11378,95
2024-12-17,3.5,4.1,2.98,3.75,3960,94
2024-12-18,4.4,5.0,3.56,3.8,5048,93
2024-12-19,4.15,4.75,3.9,4.1,2538,92
2024-12-20,3.8,4.35,3.55,4.11,15858,91
2024-12-23,4.75,5.01,4.25,4.85,4980,88
2024-12-24,4.95,5.3,4.45,4.69,2726,87
2024-12-26,4.55,4.9,4.25,4.65,10322,85
2024-12-27,4.45,4.45,3.65,3.88,2354,84
2024-12-30,3.5,4.35,3.39,3.88,4952,81
2024-12-31,3.77,3.85,3.1,3.15,4836,80
2025-01-02,3.41,4.15,3.2,3.95,20466,78
2025-01-03,4.35,5.85,4.3,5.75,12064,77
2025-01-06,6.95,8.7,6.76,7.54,16886,74
2025-01-07,8.7,8.81,4.5,4.5,36461,73
2025-01-08,5.0,5.38,3.75,4.08,4496,72
2025-01-10,3.55,3.55,2.91,2.98,6976,70
2025-01-13,2.07,2.45,2.07,2.42,6718,67
2025-01-14,2.81,2.82,2.04,2.11,4776,66
2025-01-15,2.32,2.57,2.06,2.56,21564,65
2025-01-16,2.98,2.98,2.06,2.06,2006,64
2025-01-17,2.4,2.68,2.25,2.49,2278,63
2025-01-21,2.66,3.12,2.27,2.84,3939,59
2025-01-22,3.65,4.75,3.4,4.55,10084,58
2025-01-23,3.97,4.25,3.65,4.23,2462,57
2025-01-24,4.4,4.7,2.96,3.06,8872,56
2025-01-27,0.7,1.76,0.7,1.2,17735,53
2025-01-28,1.28,1.54,0.94,1.47,35328,52
2025-01-29,1.27,1.54,1.04,1.49,10480,51
2025-01-30,1.22,1.76,1.02,1.75,6414,50
2025-01-31,1.6,1.93,1.29,1.38,3197,49
2025-02-03,1.05,1.19,0.87,1.07,4198,46
2025-02-04,1.04,1.27,0.92,0.94,2762,45
2025-02-05,1.13,1.23,1.07,1.18,12052,44
2025-02-06,1.42,1.48,1.03,1.25,4700,43
2025-02-07,1.27,1.4,1.16,1.4,1428,42
2025-02-10,1.36,1.71,1.36,1.58,2811,39
2025-02-11,1.42,1.59,1.27,1.42,1406,38
2025-02-12,1.12,1.33,1.11,1.17,1910,37
2025-02-13,1.2,1.72,1.2,1.6,2386,36
2025-02-14,1.7,1.87,1.54,1.67,2424,35
2025-02-18,1.92,2.26,1.37,1.5,9934,31
2025-02-19,1.5,1.58,1.2,1.28,7172,30
2025-02-20,1.36,1.36,1.1,1.27,2078,29
2025-02-21,1.23,1.4,0.83,0.85,4796,28
2025-02-24,0.96,1.07,0.68,0.8,4337,25
2025-02-25,0.75,0.76,0.5,0.66,4371,24
2025-02-26,0.76,0.8,0.5,0.54,8754,23
2025-02-27,0.33,0.33,0.1,0.11,9285,22
2025-02-28,0.11,0.2,0.08,0.2,8842,21
2025-03-03,0.16,0.17,0.06,0.08,3898,18
2025-03-04,0.07,0.09,0.05,0.07,2603,17
2025-03-05,0.08,0.08,0.05,0.07,266,16
2025-03-06,0.07,0.08,0.05,0.07,3928,15
2025-03-07,0.06,0.11,0.04,0.1,4488,14
2025-03-10,0.07,0.07,0.03,0.06,6548,11
2025-03-11,0.06,0.07,0.04,0.06,1822,10
2025-03-12,0.06,0.09,0.04,0.04,2766,9
2025-03-13,0.04,0.04,0.02,0.02,1250,8
2025-03-14,0.03,0.03,0.01,0.01,1482,7
2025-03-17,0.01,0.02,0.01,0.01,1446,4
2025-03-18,0.02,0.02,0.01,0.01,392,3
2025-03-19,0.01,0.01,0.01,0.01,266,2
2025-03-20,0.01,0.01,0.01,0.01,278,1
2025-03-21,0.01,0.01,0.01,0.01,36,0
