timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,17.29,17.29,16.05,16.67,698,140
2024-11-04,15.95,15.95,15.1,15.85,154,137
2024-11-05,14.9,14.9,14.2,14.38,80,136
2024-11-06,12.55,12.75,11.5,11.75,848,135
2024-11-07,11.4,11.4,10.5,10.6,612,134
2024-11-08,10.27,11.0,10.09,10.63,72,133
2024-11-11,10.5,12.03,10.5,11.4,3088,130
2024-11-12,10.95,11.0,10.3,10.55,552,129
2024-11-13,10.4,11.1,10.4,10.9,154,128
2024-11-14,10.78,11.2,10.39,10.86,436,127
2024-11-15,12.01,13.75,11.85,13.09,414,126
2024-11-18,13.87,15.0,12.89,13.05,1366,123
2024-11-19,12.7,12.7,10.5,10.7,9988,122
2024-11-20,11.0,12.16,10.98,11.05,1412,121
2024-11-21,8.91,12.15,8.0,10.29,3558,120
2024-11-22,10.57,12.05,10.46,11.79,546,119
2024-11-25,12.15,13.6,12.05,13.55,7228,116
2024-11-26,12.8,13.1,12.2,12.55,4968,115
2024-11-27,13.43,14.55,13.1,13.17,1024,114
2024-11-29,12.41,12.51,11.35,11.4,464,112
2024-12-02,11.55,11.73,11.02,11.63,566,109
2024-12-03,11.09,11.41,10.61,10.65,544,108
2024-12-04,9.82,10.42,8.7,8.8,1516,107
2024-12-05,8.65,9.05,8.42,8.84,936,106
2024-12-06,8.96,10.01,8.65,9.7,848,105
2024-12-09,11.14,11.75,10.75,11.25,1438,102
2024-12-10,10.9,13.3,9.97,12.65,1686,101
2024-12-11,11.6,12.65,10.54,10.9,1918,100
2024-12-12,12.0,12.26,11.28,11.66,696,99
2024-12-13,10.9,14.0,10.9,13.3,3670,98
2024-12-16,13.35,15.2,13.35,14.54,7590,95
2024-12-17,16.1,17.3,14.85,15.75,2132,94
2024-12-18,13.65,16.7,12.3,15.95,2948,93
2024-12-19,15.1,16.1,14.27,16.1,1574,92
2024-12-20,16.7,16.91,13.05,13.45,914,91
2024-12-23,12.45,13.0,10.9,10.9,810,88
2024-12-24,10.65,10.65,9.65,10.35,1156,87
2024-12-26,10.95,11.25,10.22,10.4,484,85
2024-12-27,11.15,12.88,11.15,11.76,1108,84
2024-12-30,12.63,13.1,10.3,11.4,544,81
2024-12-31,11.75,12.88,11.45,12.55,1010,80
2025-01-02,11.84,12.44,10.7,11.1,1002,78
2025-01-03,10.21,10.21,8.5,8.77,2788,77
2025-01-06,7.5,8.05,6.78,7.43,7986,74
2025-01-07,6.37,10.3,6.32,10.2,4016,73
2025-01-08,9.35,10.8,8.93,9.86,1432,72
2025-01-10,10.9,12.5,10.75,11.25,3464,70
2025-01-13,14.1,14.4,12.1,12.1,2016,67
2025-01-14,11.25,13.58,11.1,12.79,1808,66
2025-01-15,11.75,12.61,10.05,10.1,2988,65
2025-01-16,9.12,11.1,9.12,11.0,1964,64
2025-01-17,9.88,10.1,8.87,9.13,1406,63
2025-01-21,8.49,9.1,7.2,7.45,6309,59
2025-01-22,6.32,6.47,5.6,5.79,8562,58
2025-01-23,6.35,6.65,5.45,5.45,3364,57
2025-01-24,5.1,7.27,5.06,6.95,5620,56
2025-01-27,16.35,22.84,12.3,21.5,5937,53
2025-01-28,18.9,22.67,13.87,13.87,3950,52
2025-01-29,15.3,19.95,15.2,18.5,814,51
2025-01-30,18.58,22.35,17.6,19.0,460,50
2025-01-31,18.62,21.43,15.7,20.79,938,49
2025-02-03,24.82,25.65,21.65,22.88,3154,46
2025-02-04,22.68,22.73,19.96,20.83,448,45
2025-02-05,18.55,19.25,16.63,16.63,766,44
2025-02-06,15.0,16.1,13.75,13.75,726,43
2025-02-07,13.35,14.45,12.8,13.2,1034,42
2025-02-10,12.6,12.6,9.99,10.69,2134,39
2025-02-11,11.2,11.8,10.25,10.95,3710,38
2025-02-12,12.33,12.85,11.25,11.6,1346,37
2025-02-13,11.13,11.13,9.0,9.6,5430,36
2025-02-14,9.21,9.3,7.6,7.73,5712,35
2025-02-18,6.65,7.75,6.0,7.17,8692,31
2025-02-19,7.0,7.82,6.2,6.85,6772,30
2025-02-20,6.55,8.0,6.35,6.36,6743,29
2025-02-21,6.41,9.35,5.95,9.15,10758,28
2025-02-24,7.9,12.0,7.05,12.0,14814,25
2025-02-25,12.0,15.5,11.85,14.14,6865,24
2025-02-26,12.12,12.5,9.7,10.75,7880,23
2025-02-27,7.2,16.5,7.05,16.5,13344,22
2025-02-28,18.44,19.69,12.86,13.02,3374,21
2025-03-03,13.91,23.23,13.91,22.0,2414,18
2025-03-04,24.25,25.21,17.2,20.12,3798,17
2025-03-05,18.58,21.05,17.99,18.53,6946,16
2025-03-06,22.07,25.0,20.48,24.85,948,15
2025-03-07,24.0,27.45,22.1,22.5,1292,14
2025-03-10,25.42,29.62,23.75,28.05,2134,11
2025-03-11,28.25,30.25,23.26,26.53,2426,10
2025-03-12,20.73,22.22,19.05,19.5,976,9
2025-03-13,18.51,20.91,17.6,19.65,2730,8
2025-03-14,16.79,16.9,13.55,13.75,1440,7
2025-03-17,12.83,16.95,12.77,15.16,1448,4
2025-03-18,17.03,20.35,16.27,19.5,1850,3
2025-03-19,17.81,19.06,14.6,17.5,1778,2
2025-03-20,18.4,18.4,14.97,16.55,68266,1
2025-03-21,17.85,19.2,17.35,17.55,274,0
