timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,19.64,20.85,19.5,19.7,1148,140
2024-11-04,20.67,21.55,19.6,19.7,748,137
2024-11-05,20.8,22.06,20.75,21.7,614,136
2024-11-06,23.3,25.5,22.92,25.0,412,135
2024-11-07,25.3,26.89,25.3,26.7,688,134
2024-11-08,26.73,27.25,24.89,25.73,178,133
2024-11-11,25.55,25.6,23.45,24.05,1622,130
2024-11-12,25.9,27.4,25.35,26.45,4866,129
2024-11-13,26.95,26.95,24.93,25.0,3584,128
2024-11-14,25.4,26.69,24.9,24.93,320,127
2024-11-15,24.4,24.4,21.36,22.7,3042,126
2024-11-18,21.1,21.8,19.95,20.83,618,123
2024-11-19,21.6,25.2,21.55,24.9,7284,122
2024-11-20,25.35,25.35,23.0,24.12,762,121
2024-11-21,27.5,28.34,20.72,24.7,838,120
2024-11-22,23.65,23.65,20.75,21.05,730,119
2024-11-25,20.33,20.33,16.87,16.87,19014,116
2024-11-26,17.9,18.7,16.2,16.9,2622,115
2024-11-27,15.6,15.7,13.85,15.7,3474,114
2024-11-29,16.42,17.9,16.12,17.23,956,112
2024-12-02,17.3,18.55,16.9,17.25,9482,109
2024-12-03,17.25,18.25,17.0,18.05,3000,108
2024-12-04,19.1,21.62,18.0,21.0,2886,107
2024-12-05,20.74,22.0,20.45,21.07,1876,106
2024-12-06,20.95,21.24,18.5,19.17,11028,105
2024-12-09,17.8,17.8,16.14,17.0,1524,102
2024-12-10,17.67,18.63,14.35,14.8,2736,101
2024-12-11,16.0,17.7,14.95,17.05,1324,100
2024-12-12,15.75,16.7,15.3,16.14,1510,99
2024-12-13,16.85,17.15,13.51,14.4,8256,98
2024-12-16,14.37,14.45,12.53,13.45,7880,95
2024-12-17,12.0,13.4,11.1,12.55,9195,94
2024-12-18,14.45,15.98,12.0,12.25,12258,93
2024-12-19,13.6,15.03,12.8,13.57,3460,92
2024-12-20,12.8,15.09,12.2,14.8,7966,91
2024-12-23,15.57,17.4,15.0,17.17,3558,88
2024-12-24,17.49,18.35,16.5,17.1,2384,87
2024-12-26,16.9,17.6,15.93,17.05,1184,85
2024-12-27,16.15,16.2,14.25,15.3,3708,84
2024-12-30,14.0,17.0,13.73,15.5,3428,81
2024-12-31,15.75,15.75,13.15,13.51,5934,80
2025-01-02,14.3,15.99,13.6,15.99,3260,78
2025-01-03,16.65,19.8,16.65,19.64,10100,77
2025-01-06,21.82,25.3,21.0,23.25,4672,74
2025-01-07,25.5,25.5,16.7,16.93,4350,73
2025-01-08,18.2,19.05,15.19,16.15,1826,72
2025-01-10,14.63,14.63,12.95,13.4,10627,70
2025-01-13,10.3,11.7,10.2,11.6,11574,67
2025-01-14,13.14,13.15,10.0,10.58,14754,66
2025-01-15,11.52,12.61,10.31,12.55,6464,65
2025-01-16,13.5,13.85,10.9,10.92,7288,64
2025-01-17,12.45,13.36,11.85,12.85,15352,63
2025-01-21,13.65,15.2,12.4,14.45,3283,59
2025-01-22,16.95,19.37,16.35,18.9,12963,58
2025-01-23,17.3,18.65,16.68,18.6,1122,57
2025-01-24,19.47,19.65,15.15,15.55,6992,56
2025-01-27,7.65,9.15,5.3,5.75,38561,53
2025-01-28,6.5,8.55,4.95,8.4,15583,52
2025-01-29,7.5,8.15,5.9,8.05,25130,51
2025-01-30,7.5,8.8,6.2,8.75,25733,50
2025-01-31,8.2,9.45,6.45,6.61,12578,49
2025-02-03,5.0,5.85,4.5,5.28,18772,46
2025-02-04,5.15,6.55,5.0,5.2,7872,45
2025-02-05,6.15,7.02,5.83,7.02,8818,44
2025-02-06,8.0,8.2,6.95,8.15,9214,43
2025-02-07,8.25,8.85,7.65,8.75,17097,42
2025-02-10,8.7,10.7,8.65,9.85,10871,39
2025-02-11,9.45,10.35,8.7,9.38,6764,38
2025-02-12,8.05,9.1,7.55,8.5,16042,37
2025-02-13,8.65,11.15,8.47,10.5,18308,36
2025-02-14,11.1,12.38,10.78,12.1,19816,35
2025-02-18,13.45,14.9,11.31,12.05,9436,31
2025-02-19,12.05,13.05,10.6,11.65,18160,30
2025-02-20,12.05,12.35,10.35,11.95,16292,29
2025-02-21,11.86,12.75,8.88,9.05,16923,28
2025-02-24,10.05,11.16,7.45,7.6,21128,25
2025-02-25,7.45,7.45,5.58,6.2,35536,24
2025-02-26,7.09,8.82,6.7,7.45,68085,23
2025-02-27,7.55,7.55,2.21,2.25,66074,22
2025-02-28,1.87,3.25,1.53,3.12,41081,21
2025-03-03,2.67,2.79,1.0,1.13,40615,18
2025-03-04,0.83,1.71,0.78,1.35,19930,17
2025-03-05,1.53,1.56,1.09,1.19,11124,16
2025-03-06,0.81,0.92,0.54,0.54,26503,15
2025-03-07,0.53,0.67,0.36,0.65,12816,14
2025-03-10,0.53,0.56,0.29,0.41,30602,11
2025-03-11,0.4,0.56,0.28,0.35,24447,10
2025-03-12,0.54,0.75,0.44,0.48,58387,9
2025-03-13,0.52,0.55,0.26,0.3,40032,8
2025-03-14,0.4,0.5,0.3,0.45,85089,7
2025-03-17,0.52,0.55,0.18,0.19,36765,4
2025-03-18,0.15,0.16,0.06,0.06,45818,3
2025-03-19,0.06,0.07,0.01,0.02,48772,2
2025-03-20,0.02,0.02,0.01,0.01,13088,1
2025-03-21,0.01,0.01,0.01,0.01,4976,0
