timestamp,open,high,low,close,volume,time_to_expiration_days
2024-11-01,6.15,6.66,6.0,6.0,2584,140
2024-11-04,6.5,6.7,5.85,5.85,684,137
2024-11-05,6.25,6.8,6.2,6.55,1868,136
2024-11-06,7.35,8.25,7.02,7.9,3128,135
2024-11-07,8.2,8.7,8.1,8.5,3084,134
2024-11-08,8.5,8.75,7.67,8.08,908,133
2024-11-11,8.15,8.15,7.0,7.45,644,130
2024-11-12,7.9,9.2,7.75,8.65,2698,129
2024-11-13,8.96,8.96,7.95,8.0,2982,128
2024-11-14,8.42,8.9,7.95,8.2,806,127
2024-11-15,7.55,7.6,6.7,7.25,1316,126
2024-11-18,6.45,6.7,6.11,6.42,788,123
2024-11-19,6.8,8.05,6.7,7.84,5142,122
2024-11-20,7.95,8.0,7.1,7.49,5456,121
2024-11-21,7.6,8.85,5.9,7.36,4048,120
2024-11-22,7.05,7.39,5.75,5.9,3040,119
2024-11-25,5.75,5.75,3.95,4.2,16690,116
2024-11-26,4.6,4.7,3.79,3.85,2956,115
2024-11-27,3.51,3.51,2.93,3.45,3638,114
2024-11-29,3.7,4.1,3.55,3.85,666,112
2024-12-02,3.87,4.3,3.7,3.7,20316,109
2024-12-03,3.84,4.15,3.7,3.95,3292,108
2024-12-04,4.49,5.1,3.9,4.95,1680,107
2024-12-05,5.0,5.25,4.68,4.89,5338,106
2024-12-06,4.6,4.85,4.0,4.2,2066,105
2024-12-09,3.55,3.8,3.3,3.62,2788,102
2024-12-10,3.7,4.17,2.96,3.01,2398,101
2024-12-11,3.71,3.9,3.0,3.72,699,100
2024-12-12,3.25,3.54,3.16,3.34,784,99
2024-12-13,3.55,3.55,2.75,2.99,2118,98
2024-12-16,2.93,2.96,2.57,2.88,5912,95
2024-12-17,2.49,2.92,2.26,2.68,3424,94
2024-12-18,3.2,3.6,2.48,2.75,1630,93
2024-12-19,3.05,3.35,2.77,2.86,2200,92
2024-12-20,2.55,3.05,2.5,2.75,3090,91
2024-12-23,3.0,3.42,2.92,3.35,1560,88
2024-12-24,3.33,3.55,2.97,3.1,514,87
2024-12-26,3.05,3.2,2.89,3.14,1070,85
2024-12-27,2.98,2.98,2.41,2.55,666,84
2024-12-30,2.28,2.84,2.28,2.6,1110,81
2024-12-31,2.52,2.52,2.0,2.1,1978,80
2025-01-02,2.2,2.66,2.1,2.6,8692,78
2025-01-03,2.81,4.0,2.79,3.85,5054,77
2025-01-06,4.7,6.2,4.64,5.35,12964,74
2025-01-07,6.15,6.28,2.89,2.99,18828,73
2025-01-08,3.39,3.55,2.43,2.63,4156,72
2025-01-10,2.18,2.22,1.82,1.84,3218,70
2025-01-13,1.31,1.55,1.27,1.53,2740,67
2025-01-14,1.78,1.78,1.29,1.33,5746,66
2025-01-15,1.51,1.58,1.3,1.57,4082,65
2025-01-16,1.8,1.8,1.28,1.28,622,64
2025-01-17,1.4,1.65,1.4,1.51,2440,63
2025-01-21,1.61,1.89,1.38,1.69,2632,59
2025-01-22,2.22,2.98,2.05,2.85,22602,58
2025-01-23,2.4,2.56,2.21,2.53,2626,57
2025-01-24,2.83,2.83,1.74,1.8,4740,56
2025-01-27,0.78,1.1,0.59,0.83,20509,53
2025-01-28,0.86,1.0,0.64,0.92,4420,52
2025-01-29,0.8,0.98,0.65,0.94,7718,51
2025-01-30,0.71,1.14,0.65,1.13,11914,50
2025-01-31,1.0,1.25,0.85,0.94,12684,49
2025-02-03,0.67,0.78,0.58,0.71,3694,46
2025-02-04,0.69,0.84,0.6,0.61,1298,45
2025-02-05,0.75,0.79,0.68,0.73,984,44
2025-02-06,0.88,0.88,0.59,0.74,1422,43
2025-02-07,0.75,0.81,0.69,0.79,1276,42
2025-02-10,0.79,0.99,0.79,0.9,923,39
2025-02-11,0.92,0.92,0.73,0.77,310,38
2025-02-12,0.6,0.76,0.6,0.66,446,37
2025-02-13,0.68,0.95,0.68,0.87,622,36
2025-02-14,0.95,1.02,0.88,0.89,1764,35
2025-02-18,1.04,1.2,0.72,0.74,3152,31
2025-02-19,0.78,0.79,0.61,0.64,546,30
2025-02-20,0.67,0.67,0.56,0.64,2064,29
2025-02-21,0.62,0.66,0.44,0.44,1174,28
2025-02-24,0.48,0.52,0.34,0.43,2358,25
2025-02-25,0.39,0.4,0.26,0.37,852,24
2025-02-26,0.4,0.42,0.24,0.25,7626,23
2025-02-27,0.15,0.15,0.06,0.07,4001,22
2025-02-28,0.07,0.11,0.06,0.11,4040,21
2025-03-03,0.09,0.09,0.04,0.05,858,18
2025-03-04,0.04,0.06,0.03,0.04,4513,17
2025-03-05,0.04,0.05,0.03,0.05,616,16
2025-03-06,0.03,0.05,0.03,0.05,1404,15
2025-03-07,0.04,0.07,0.03,0.07,3322,14
2025-03-10,0.05,0.05,0.02,0.04,1472,11
2025-03-11,0.05,0.05,0.02,0.04,1716,10
2025-03-12,0.05,0.05,0.02,0.03,466,9
2025-03-13,0.02,0.03,0.01,0.02,166,8
2025-03-14,0.01,0.02,0.01,0.01,1046,7
2025-03-17,0.01,0.01,0.01,0.01,108,4
2025-03-18,0.01,0.01,0.01,0.01,8,3
2025-03-19,0.01,0.01,0.01,0.01,130,2
2025-03-20,0.01,0.01,0.01,0.01,306,1
2025-03-21,0.01,0.01,0.01,0.01,22,0
