timestamp,open,high,low,close,volume,vwap,time_to_expiration_days
2024-11-01,12.79,13.95,12.79,13.7,1072,13.7876,140
2024-11-04,15.34,16.03,14.15,14.55,104,14.7706,137
2024-11-05,13.25,13.25,12.04,12.48,68,12.2571,136
2024-11-06,7.7,8.38,7.15,7.15,1660,7.3859,135
2024-11-07,7.15,7.25,5.71,5.71,882,6.2743,134
2024-11-08,5.6,5.6,4.2,4.5,624,4.7051,133
2024-11-11,3.85,4.0,3.6,3.75,354,3.7555,130
2024-11-12,3.9,4.25,3.6,3.69,164,4.1367,129
2024-11-13,3.47,3.8,3.24,3.7,134,3.3255,128
2024-11-14,3.79,4.6,3.79,4.6,26,4.3585,127
2024-11-15,4.45,5.0,4.43,4.67,34,4.8641,126
2024-11-18,4.15,4.15,3.8,3.8,80,3.8908,123
2024-11-19,3.7,3.7,3.6,3.6,6,3.6667,122
2024-11-20,3.7,4.15,3.7,3.95,52,4.0592,121
2024-11-21,3.85,4.05,3.79,3.79,24,3.8867,120
2024-11-22,3.4,3.5,3.4,3.5,80,3.4565,119
2024-11-25,3.1,3.3,3.1,3.3,172,3.247,116
2024-11-26,3.15,3.16,2.85,2.87,88,3.0127,115
2024-11-27,2.75,3.21,2.75,2.89,20,3.008,114
2024-11-29,2.95,2.95,2.5,2.5,86,2.6477,112
2024-12-02,2.26,2.27,2.2,2.21,44,2.2541,109
2024-12-03,2.31,2.31,2.15,2.17,124,2.189,108
2024-12-04,2.05,2.16,2.05,2.15,54,2.1281,107
2024-12-05,2.15,2.15,1.8,1.95,152,1.8613,106
2024-12-06,1.92,1.98,1.89,1.91,70,1.9086,105
2024-12-09,1.88,2.06,1.88,1.97,32,1.9919,102
2024-12-10,1.72,1.72,1.6,1.72,36,1.6761,101
2024-12-11,1.53,1.67,1.53,1.56,26,1.5496,100
2024-12-12,1.56,1.71,1.56,1.71,20,1.692,99
2024-12-13,1.66,1.66,1.61,1.65,28,1.6471,98
2024-12-16,1.63,1.73,1.63,1.64,34,1.6982,95
2024-12-17,1.76,1.86,1.68,1.68,46,1.7943,94
2024-12-18,1.58,2.1,1.58,2.1,26,1.6238,93
2024-12-19,1.92,2.36,1.87,2.18,76,2.1979,92
2024-12-20,2.13,2.25,1.96,2.25,22,2.0864,91
2024-12-23,2.16,2.16,1.73,1.74,78,1.7538,88
2024-12-24,1.52,1.52,1.43,1.43,106,1.454,87
2024-12-26,1.45,1.45,1.45,1.45,2,1.45,85
2024-12-27,1.45,1.48,1.45,1.48,4,1.465,84
2024-12-30,1.63,1.63,1.32,1.32,1238,1.3827,81
2024-12-31,1.37,1.37,1.37,1.37,2,1.37,80
2025-01-02,1.47,1.64,1.42,1.57,250,1.5101,78
