timestamp,open,high,low,close,volume,vwap,time_to_expiration_days
2024-11-01,10.25,10.35,9.3,9.5,154,10.173,140
2024-11-04,8.85,9.3,7.97,8.6,34,8.6565,137
2024-11-05,10.5,11.0,9.78,10.32,224,10.5424,136
2024-11-06,20.25,23.54,17.3,22.32,518,22.4438,135
2024-11-07,22.05,26.85,22.05,25.44,806,25.3452,134
2024-11-08,25.98,44.4,25.98,38.32,1732,35.2692,133
2024-11-11,54.8,63.41,46.9,56.0,1428,53.9291,130
2024-11-12,51.18,53.13,39.37,41.1,920,47.7276,129
2024-11-13,45.85,51.28,38.5,42.41,740,44.2941,128
2024-11-14,39.1,41.7,32.24,32.5,670,35.1375,127
2024-11-15,32.1,40.57,31.98,38.65,4856,38.445,126
2024-11-18,49.7,56.9,43.65,49.35,11408,50.7101,123
2024-11-19,47.76,54.8,45.0,53.7,3020,52.1285,122
2024-11-20,51.79,52.0,47.1,51.8,1056,49.7769,121
2024-11-21,53.99,55.1,47.75,49.55,692,51.116,120
2024-11-22,50.3,60.6,47.95,57.3,1180,56.2521,119
2024-11-25,62.21,62.21,46.68,46.68,356,52.609,116
2024-11-26,48.31,49.93,42.87,43.48,922,45.4326,115
2024-11-27,45.7,46.1,36.97,39.5,928,40.9041,114
2024-11-29,41.2,45.0,40.78,45.0,442,43.1171,112
2024-12-02,51.3,56.95,51.3,55.11,442,54.2179,109
2024-12-03,51.48,53.0,48.0,49.54,320,50.4723,108
2024-12-04,50.0,54.5,48.1,54.29,224,50.5061,107
2024-12-05,55.75,67.3,55.75,63.45,766,65.065,106
2024-12-06,67.97,79.0,65.2,79.0,234,69.6685,105
2024-12-09,84.15,91.0,70.9,75.47,188,78.93,102
2024-12-10,85.0,94.9,84.95,90.55,216,89.2947,101
2024-12-11,95.95,106.18,89.0,105.81,2136,100.0782,100
2024-12-12,107.4,110.05,99.2,99.2,594,104.7939,99
2024-12-13,100.7,115.61,100.7,115.61,138,112.8194,98
2024-12-16,121.0,140.0,120.25,139.63,7350,135.4296,95
2024-12-17,151.98,157.96,140.95,153.63,210,150.7943,94
2024-12-18,140.05,164.0,112.18,122.0,1320,145.9599,93
2024-12-19,129.85,129.85,110.65,113.9,176,114.8466,92
2024-12-20,108.25,126.94,105.22,106.0,280,114.796,91
2024-12-23,108.0,113.67,102.68,110.55,14,108.9229,88
2024-12-24,125.94,133.0,125.94,133.0,14,128.85,87
2024-12-26,134.96,134.96,128.72,133.98,34,131.3176,85
2024-12-27,119.15,119.76,109.65,111.65,48,112.8483,84
2024-12-30,99.84,102.56,98.1,100.06,74,99.4332,81
2024-12-31,95.0,95.65,86.35,87.0,72,91.5675,80
2025-01-02,64.43,72.75,61.72,64.89,94,66.3368,78
2025-01-03,68.15,88.44,67.64,88.44,36,77.1383,77
2025-01-06,102.54,102.54,84.43,84.43,64,91.9897,74
2025-01-07,90.0,90.0,73.3,73.3,204,74.1525,73
2025-01-08,77.4,80.9,70.08,78.2,72,77.7511,72
2025-01-10,76.44,76.55,69.37,76.55,50,74.066,70
2025-01-13,63.8,75.4,63.8,73.18,142,69.9759,67
2025-01-14,91.93,92.2,81.63,86.4,48,85.8829,66
2025-01-15,88.2,101.1,88.2,100.9,174,93.7585,65
2025-01-16,94.77,94.77,84.74,88.53,38,87.4142,64
2025-01-17,95.0,110.65,95.0,104.89,84,104.6398,63
2025-01-21,93.34,93.34,85.76,89.57,24,89.2,59
2025-01-22,91.68,93.75,89.47,89.47,60,92.513,58
2025-01-23,86.7,89.15,81.79,83.4,30,83.6773,57
