timestamp,open,high,low,close,volume,vwap,time_to_expiration_days
2024-11-01,28.0,29.45,28.0,28.96,66,28.8279,140
2024-11-04,31.06,31.06,29.22,29.22,18,30.2111,137
2024-11-05,28.5,28.5,27.88,27.88,20,28.438,136
2024-11-06,27.55,27.55,26.3,27.0,26,26.8531,135
2024-11-07,24.45,24.45,24.45,24.45,2,24.45,134
2024-11-08,24.1,24.53,24.05,24.05,18,24.3156,133
2024-11-11,28.3,28.4,27.1,27.1,80,28.2275,130
2024-11-12,26.09,26.4,26.09,26.4,6,26.2967,129
2024-11-13,27.2,27.2,25.5,25.6,64,25.8531,128
2024-11-14,23.55,23.55,23.12,23.12,8,23.4425,127
2024-11-15,25.7,26.4,25.7,26.4,116,26.1276,126
2024-11-18,23.1,23.8,22.2,23.8,190,23.0416,123
2024-11-19,22.55,22.55,22.0,22.0,64,22.2969,122
2024-11-21,22.8,23.1,22.0,23.1,34,22.6006,120
2024-11-22,22.18,22.5,21.99,22.0,90,22.186,119
2024-11-25,19.41,20.95,19.4,20.9,40,19.5905,116
2024-11-26,18.35,18.35,17.7,17.7,114,17.9816,115
2024-11-27,17.75,17.85,17.7,17.8,44,17.7886,114
2024-11-29,17.6,17.6,16.87,16.87,98,16.97,112
2024-12-02,15.96,16.1,14.75,14.75,184,15.1259,109
2024-12-03,15.0,15.0,13.5,13.5,86,13.914,108
2024-12-04,12.9,13.7,12.5,12.8,2884,12.5119,107
2024-12-05,12.25,13.1,12.15,12.86,30,12.6193,106
2024-12-06,12.92,13.2,12.0,12.9,156,12.4233,105
2024-12-09,12.84,12.84,10.9,11.0,492,11.2521,102
2024-12-10,10.63,11.5,10.4,10.7,1178,10.946,101
2024-12-11,10.1,11.0,9.4,11.0,2804,9.807,100
2024-12-12,11.3,11.53,10.2,10.5,2376,10.7574,99
2024-12-13,10.63,11.25,10.0,10.46,3476,10.3602,98
2024-12-16,10.35,10.35,9.2,9.32,17420,9.5113,95
2024-12-17,9.62,9.84,8.4,8.55,12262,8.8056,94
2024-12-18,8.9,11.25,8.2,11.25,3686,8.8013,93
2024-12-19,11.6,11.6,9.6,10.7,3210,10.2213,92
2024-12-20,11.5,12.25,7.96,8.05,2600,10.0207,91
2024-12-23,7.98,8.6,7.25,7.35,1910,7.9168,88
