timestamp,open,high,low,close,volume,vwap,time_to_expiration_days
2024-11-01,23.7,24.75,22.75,23.65,64,23.3194,140
2024-11-04,22.44,22.98,22.0,22.79,536,22.36,137
2024-11-05,23.5,23.5,22.5,23.22,20,23.078,136
2024-11-06,23.0,24.4,22.75,22.75,62,23.1774,135
2024-11-07,24.4,25.52,23.7,25.5,308,24.871,134
2024-11-08,26.0,26.36,24.83,25.4,150,25.4656,133
2024-11-11,23.55,23.55,20.95,22.6,142,21.9708,130
2024-11-12,23.22,23.75,22.6,23.2,110,23.3025,129
2024-11-13,22.0,24.25,22.0,23.1,168,22.9387,128
2024-11-14,25.3,26.1,25.3,25.74,70,25.736,127
2024-11-15,24.95,24.95,23.2,23.55,84,23.8926,126
2024-11-18,25.0,26.8,24.7,26.6,96,25.7777,123
2024-11-19,26.23,27.1,26.06,26.6,40,26.4515,122
2024-11-20,26.5,26.53,24.8,26.45,17,25.9694,121
2024-11-21,25.25,26.9,25.25,26.85,38,26.8079,120
2024-11-22,26.82,27.68,26.82,27.66,20,27.499,119
2024-11-25,28.91,29.65,27.0,27.15,32,28.2456,116
2024-11-26,30.85,31.3,30.25,31.05,158,30.6692,115
2024-11-27,31.01,31.01,30.3,30.83,58,30.6528,114
2024-11-29,30.2,32.49,30.2,32.49,64,31.8309,112
2024-12-02,34.3,36.0,34.25,34.85,290,34.9183,109
2024-12-03,34.86,37.3,34.86,37.2,140,36.4689,108
2024-12-04,37.9,38.24,36.8,37.91,132,37.6836,107
2024-12-05,37.65,38.15,37.2,37.68,40,37.666,106
2024-12-06,37.68,38.6,37.68,37.85,106,38.2538,105
2024-12-09,37.5,41.25,37.5,40.85,172,40.0148,102
2024-12-10,41.25,42.14,40.17,42.14,208,41.495,101
2024-12-11,42.5,43.95,42.5,42.67,388,43.594,100
2024-12-12,42.36,42.8,42.15,42.4,414,42.6335,99
2024-12-13,42.2,42.2,40.84,41.84,210,41.7213,98
2024-12-16,43.6,45.33,42.78,44.62,156,43.925,95
2024-12-17,46.05,46.83,46.05,46.83,4,46.44,94
2024-12-18,46.1,47.8,42.82,42.82,126,46.1921,93
2024-12-19,42.85,45.57,42.58,44.7,104,44.3163,92
2024-12-20,42.53,47.65,42.37,47.45,86,44.8653,91
2024-12-23,48.17,48.95,47.42,48.95,26,48.0446,88
2024-12-24,50.61,51.33,50.46,51.33,294,50.7261,87
2024-12-26,51.51,52.73,51.51,52.73,26,52.4862,85
2024-12-27,49.27,49.27,48.45,48.45,18,48.8533,84
2024-12-30,46.46,46.46,45.11,46.4,32,46.2962,81
2024-12-31,44.9,44.9,43.44,43.44,90,43.7278,80
2025-01-02,42.39,42.39,36.07,36.07,178,39.9374,78
2025-01-03,37.53,37.53,36.01,36.46,52,36.6123,77
2025-01-06,38.8,40.4,38.5,38.5,36,38.6667,74
2025-01-07,36.9,38.02,35.0,35.73,60,36.5613,73
2025-01-08,35.1,36.7,34.2,35.1,62,35.2897,72
2025-01-10,33.5,33.5,27.86,30.2,96,30.5692,70
2025-01-13,27.45,28.1,25.2,28.1,232,27.086,67
2025-01-14,29.28,29.42,27.04,27.35,25058,27.0419,66
2025-01-15,28.96,31.33,28.96,30.96,104,30.8396,65
2025-01-16,29.55,29.55,23.05,23.05,352,24.7157,64
2025-01-17,25.38,25.38,22.88,23.65,110,23.9144,63
2025-01-21,17.2,18.8,15.95,17.86,1007,16.9611,59
2025-01-22,15.9,18.95,15.9,18.9,500,18.0076,58
2025-01-23,20.0,21.05,17.68,18.0,386,19.7342,57
2025-01-24,19.3,19.75,17.0,18.0,276,17.8275,56
2025-01-27,19.5,25.35,19.5,23.55,460,22.8153,53
2025-01-28,26.3,32.41,26.3,31.37,310,30.4688,52
2025-01-29,28.34,32.3,28.05,32.3,64,29.3159,51
2025-01-30,33.13,33.13,30.35,30.53,2246,31.7075,50
2025-01-31,36.3,38.04,26.28,28.33,272,28.3365,49
